"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1975/1976","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-1738","","","","0"
"1976/1977","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-1201","","","","0"
"1977/1978","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-1724","","","","0"
"1978/1979","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","4106","","","","0"
"1979/1980","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","7782","","","","0"
"1980/1981","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","6896","","","","0"
"1981/1982","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","9068","","","","0"
"1982/1983","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","2977","","","","0"
"1983/1984","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","1707","","","","0"
"1984/1985","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-78","","","","0"
"1985/1986","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","10417","","","","0"
"1986/1987","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","32326","","","","0"
"1987/1988","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","24887","","","","0"
"1988/1989","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","95426","","","","0"
"1989/1990","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","20013","","","","0"
"1990/1991","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-35721","","","","0"
"1991/1992","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-21707","","","","0"
"1992/1993","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-54436","","","","0"
"1993/1994","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-11997","","","","0"
"1994/1995","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-16869","","","","0"
"1995/1996","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-9716","","","","0"
"1996/1997","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-3156","","","","0"
"1997/1998","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-2595","","","","0"
"1998/1999","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","6389","","","","0"
"1999/2000","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","15804","","","","0"
"2000/2001","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","24158","","","","0"
"2001/2002","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","16410","","","","0"
"2002/2003","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","21995","","","","0"
"2003/2004","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","4967","","","","0"
"2004/2005","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","479","","","","0"
"2005/2006","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","226","","","","0"
"2006/2007","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","2071","","","","0"
"2007/2008","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","10770","","","","0"
"2008/2009","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","16533","","","","0"
"2009/2010","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","12747","","","","0"
"2010/2011","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","15730","","","","0"
"2011/2012","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","25077","","","","0"
"2012/2013","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","16449","","","","0"
"2013/2014","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","10692","","","","0"
"2014/2015","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","5193","","","","0"
"2015/2016","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","29910","","","","0"
"2016/2017","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","63712","","","","0"
"2017/2018","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","76550","","","","0"
"2018/2019","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","71256","","","","0"
"2019/2020","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","35520","","","","0"
"2020/2021","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-26075","","","","0"
"2021/2022","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","106651","","","","0"
"2022/2023","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","327806","","","","0"
"2023/2024","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","342736","","","","0"
"1971/1972","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","14462","","","","0"
"1972/1973","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","940","","","","0"
"1973/1974","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-9802","","","","0"
"1974/1975","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-28194","","","","0"
"1975/1976","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-18932","","","","0"
"1976/1977","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-6402","","","","0"
"1977/1978","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","8510","","","","0"
"1978/1979","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-4325","","","","0"
"1979/1980","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-22362","","","","0"
"1980/1981","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-33247","","","","0"
"1981/1982","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-5665","","","","0"
"1982/1983","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","23585","","","","0"
"1983/1984","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","36400","","","","0"
"1984/1985","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","33885","","","","0"
"1985/1986","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","33562","","","","0"
"1986/1987","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","42601","","","","0"
"1987/1988","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","35215","","","","0"
"1988/1989","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","9739","","","","0"
"1989/1990","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-5961","","","","0"
"1990/1991","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-11627","","","","0"
"1991/1992","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-11045","","","","0"
"1992/1993","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-14189","","","","0"
"1993/1994","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-9420","","","","0"
"1994/1995","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-2841","","","","0"
"1995/1996","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-2822","","","","0"
"1996/1997","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","1977","","","","0"
"1997/1998","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","9231","","","","0"
"1998/1999","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","16706","","","","0"
"1999/2000","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","22369","","","","0"
"2000/2001","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","18623","","","","0"
"2001/2002","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","5354","","","","0"
"2002/2003","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","637","","","","0"
"2003/2004","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-6935","","","","0"
"2004/2005","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-11172","","","","0"
"2005/2006","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-17501","","","","0"
"2006/2007","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-20047","","","","0"
"2007/2008","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-14750","","","","0"
"2008/2009","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-15601","","","","0"
"2009/2010","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-4662","","","","0"
"2010/2011","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-4007","","","","0"
"2011/2012","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-10611","","","","0"
"2012/2013","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-13901","","","","0"
"2013/2014","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-14564","","","","0"
"2014/2015","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-8695","","","","0"
"2015/2016","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","9077","","","","0"
"2016/2017","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","13382","","","","0"
"2017/2018","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","9944","","","","0"
"2018/2019","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","6629","","","","0"
"2019/2020","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","2794","","","","0"
"2020/2021","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-18405","","","","0"
"2021/2022","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-31018","","","","0"
"2022/2023","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-29730","","","","0"
"2023/2024","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-25273","","","","0"
"1971/1972","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17627","","","","0"
"1972/1973","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16990","","","","0"
"1973/1974","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17080","","","","0"
"1974/1975","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17330","","","","0"
"1975/1976","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16984","","","","0"
"1976/1977","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16653","","","","0"
"1977/1978","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16708","","","","0"
"1978/1979","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16332","","","","0"
"1979/1980","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15967","","","","0"
"1980/1981","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16058","","","","0"
"1981/1982","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16030","","","","0"
"1982/1983","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16461","","","","0"
"1983/1984","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16558","","","","0"
"1984/1985","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16901","","","","0"
"1985/1986","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17091","","","","0"
"1986/1987","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17178","","","","0"
"1987/1988","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16860","","","","0"
"1988/1989","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17149","","","","0"
"1989/1990","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17376","","","","0"
"1990/1991","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17287","","","","0"
"1991/1992","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17018","","","","0"
"1992/1993","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16522","","","","0"
"1993/1994","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16618","","","","0"
"1994/1995","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16452","","","","0"
"1995/1996","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15738","","","","0"
"1996/1997","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15009","","","","0"
"1997/1998","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14414","","","","0"
"1998/1999","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14473","","","","0"
"1999/2000","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14431","","","","0"
"2000/2001","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13941","","","","0"
"2001/2002","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13749","","","","0"
"2002/2003","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13767","","","","0"
"2003/2004","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13984","","","","0"
"2004/2005","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14037","","","","0"
"2005/2006","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14270","","","","0"
"2006/2007","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14846","","","","0"
"2007/2008","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15403","","","","0"
"2008/2009","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15742","","","","0"
"2009/2010","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15968","","","","0"
"2010/2011","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15622","","","","0"
"2011/2012","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15992","","","","0"
"2012/2013","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16493","","","","0"
"2013/2014","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16337","","","","0"
"2014/2015","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16704","","","","0"
"2015/2016","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16747","","","","0"
"2016/2017","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16959","","","","0"
"2017/2018","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17318","","","","0"
"2018/2019","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16806","","","","0"
"2019/2020","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16716","","","","0"
"2020/2021","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16532","","","","0"
"2021/2022","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16700","","","","0"
"2022/2023","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16042","","","","0"
"2023/2024","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15546","","","","0"
"1971/1972","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8022","","","","0"
"1972/1973","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8236","","","","0"
"1973/1974","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8411","","","","0"
"1974/1975","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8394","","","","0"
"1975/1976","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8251","","","","0"
"1976/1977","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8205","","","","0"
"1977/1978","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8233","","","","0"
"1978/1979","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8261","","","","0"
"1979/1980","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8388","","","","0"
"1980/1981","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8362","","","","0"
"1981/1982","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8779","","","","0"
"1982/1983","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8436","","","","0"
"1983/1984","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8442","","","","0"
"1984/1985","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8471","","","","0"
"1985/1986","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8907","","","","0"
"1986/1987","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8754","","","","0"
"1987/1988","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9066","","","","0"
"1988/1989","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8779","","","","0"
"1989/1990","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8887","","","","0"
"1990/1991","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8770","","","","0"
"1991/1992","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8999","","","","0"
"1992/1993","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9247","","","","0"
"1993/1994","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9184","","","","0"
"1994/1995","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9480","","","","0"
"1995/1996","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9507","","","","0"
"1996/1997","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9626","","","","0"
"1997/1998","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9573","","","","0"
"1998/1999","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9926","","","","0"
"1999/2000","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9740","","","","0"
"2000/2001","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9874","","","","0"
"2001/2002","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9725","","","","0"
"2002/2003","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9856","","","","0"
"2003/2004","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9894","","","","0"
"2004/2005","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10012","","","","0"
"2005/2006","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9634","","","","0"
"2006/2007","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9965","","","","0"
"2007/2008","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10066","","","","0"
"2008/2009","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9981","","","","0"
"2009/2010","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9917","","","","0"
"2010/2011","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10274","","","","0"
"2011/2012","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10104","","","","0"
"2012/2013","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10201","","","","0"
"2013/2014","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10302","","","","0"
"2014/2015","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10912","","","","0"
"2015/2016","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10425","","","","0"
"2016/2017","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","11023","","","","0"
"2017/2018","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","11123","","","","0"
"2018/2019","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","10939","","","","0"
"2019/2020","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","11322","","","","0"
"2020/2021","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","12000","","","","0"
"2021/2022","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","12183","","","","0"
"2022/2023","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","12718","","","","0"
"2023/2024","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","13030","","","","0"
"1971/1972","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5086","","","","0"
"1972/1973","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5352","","","","0"
"1973/1974","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7769","","","","0"
"1974/1975","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7334","","","","0"
"1975/1976","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","6489","","","","0"
"1976/1977","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5154","","","","0"
"1977/1978","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4426","","","","0"
"1978/1979","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3410","","","","0"
"1979/1980","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7207","","","","0"
"1980/1981","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","6327","","","","0"
"1981/1982","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5165","","","","0"
"1982/1983","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4515","","","","0"
"1983/1984","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3958","","","","0"
"1984/1985","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3478","","","","0"
"1985/1986","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3906","","","","0"
"1986/1987","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4078","","","","0"
"1987/1988","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4836","","","","0"
"1988/1989","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5294","","","","0"
"1989/1990","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","6766","","","","0"
"1990/1991","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","6342","","","","0"
"1991/1992","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4792","","","","0"
"1992/1993","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5419","","","","0"
"1993/1994","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4525","","","","0"
"1994/1995","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3811","","","","0"
"1995/1996","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3666","","","","0"
"1996/1997","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4030","","","","0"
"1997/1998","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3093","","","","0"
"1998/1999","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3293","","","","0"
"1999/2000","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4207","","","","0"
"2000/2001","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4837","","","","0"
"2001/2002","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4825","","","","0"
"2002/2003","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","4902","","","","0"
"2003/2004","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7418","","","","0"
"2004/2005","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7687","","","","0"
"2005/2006","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","8881","","","","0"
"2006/2007","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","10794","","","","0"
"2007/2008","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","10739","","","","0"
"2008/2009","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","12974","","","","0"
"2009/2010","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","14122","","","","0"
"2010/2011","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","15841","","","","0"
"2011/2012","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","15101","","","","0"
"2012/2013","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","12698","","","","0"
"2013/2014","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","15462","","","","0"
"2014/2015","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","14803","","","","0"
"2015/2016","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","17450","","","","0"
"2016/2017","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","15558","","","","0"
"2017/2018","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","14172","","","","0"
"2018/2019","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","15911","","","","0"
"2019/2020","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","14736","","","","0"
"2020/2021","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","10179","","","","0"
"2021/2022","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","21343","","","","0"
"2022/2023","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","25602","","","","0"
"2023/2024","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","23603","","","","0"
"1971/1972","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","963","","","","0"
"1972/1973","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","999","","","","0"
