"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","128.90","","","","2"
"2008","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","119.52","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","113.47","","","","2"
"2010","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","99.71","","","","2"
"2011","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","80.45","","","","2"
"2012","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","80.35","","","","2"
"2013","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","83.62","","","","2"
"2014","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","86.00","","","","2"
"2015","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","102.29","","","","2"
"2016","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","108.67","","","","2"
"2017","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","115.40","","","","2"
"2018","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","119.05","","","","2"
"2019","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","117.55","","","","2"
"2020","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","103.07","","","","2"
"2021","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","92.05","","","","2"
"2022","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","98.96","","","","2"
"2023","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","102.57","","","","2"
"2024","Edmonton, Alberta [48835]","2021A003548835","Non-violent crime severity index","Index","160","units","0","v44312669","35.5","99.42","","","","2"
"1998","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"1999","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2000","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2001","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2002","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2003","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2004","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2005","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2006","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","0.00","","","","2"
"2007","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","0.00","","","","2"
"2008","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","0.00","","","","2"
"2010","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","0.00","","","","2"
"2011","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2012","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2013","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2014","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2015","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2016","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2017","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2018","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2019","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2020","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2021","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2022","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2023","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"2024","Edmonton, Alberta [48835]","2021A003548835","Youth crime severity index","Index","160","units","0","v53079723","35.7","","..","","","2"
"1998","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"1999","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2000","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2001","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2002","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2003","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2004","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2005","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2006","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","0.00","","","","2"
"2007","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","0.00","","","","2"
"2008","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","0.00","","","","2"
"2010","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","0.00","","","","2"
"2011","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2012","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2013","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2014","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2015","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2016","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2017","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2018","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2019","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2020","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2021","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2022","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2023","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"2024","Edmonton, Alberta [48835]","2021A003548835","Youth violent crime severity index","Index","160","units","0","v53079724","35.9","","..","","","2"
"1998","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"1999","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2000","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2001","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2002","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2003","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2004","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2005","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2006","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","0.00","","","","2"
"2007","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","0.00","","","","2"
"2008","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","0.00","","","","2"
"2009","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","0.00","","","","2"
"2010","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","0.00","","","","2"
"2011","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2012","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2013","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2014","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2015","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2016","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2017","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2018","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2019","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2020","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2021","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2022","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2023","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"2024","Edmonton, Alberta [48835]","2021A003548835","Youth non-violent crime severity index","Index","160","units","0","v53079716","35.11","","..","","","2"
"1998","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","166.91","","","","2"
"1999","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","155.76","","","","2"
"2000","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","144.65","","","","2"
"2001","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","146.64","","","","2"
"2002","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","148.10","","","","2"
"2003","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","154.69","","","","2"
"2004","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","153.38","","","","2"
"2005","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","146.31","","","","2"
"2006","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","139.79","","","","2"
"2007","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","132.42","","","","2"
"2008","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","121.81","","","","2"
"2009","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","111.85","","","","2"
"2010","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","104.13","","","","2"
"2011","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","96.70","","","","2"
"2012","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","94.53","","","","2"
"2013","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","87.71","","","","2"
"2014","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","90.18","","","","2"
"2015","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","92.65","","","","2"
"2016","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","91.69","","","","2"
"2017","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","87.06","","","","2"
"2018","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","88.65","","","","2"
"2019","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","103.95","","","","2"
"2020","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","97.02","","","","2"
"2021","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","96.44","","","","2"
"2022","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","100.34","","","","2"
"2023","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","104.26","","","","2"
"2024","British Columbia [59]","2021A000259","Crime severity index","Index","160","units","0","v44312671","36.1","92.98","","","","2"
"1998","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","132.47","","","","2"
"1999","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","133.48","","","","2"
"2000","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","122.20","","","","2"
"2001","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","117.29","","","","2"
"2002","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","121.23","","","","2"
"2003","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","117.11","","","","2"
"2004","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","120.20","","","","2"
"2005","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","119.55","","","","2"
"2006","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","120.93","","","","2"
"2007","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","117.71","","","","2"
"2008","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","115.91","","","","2"
"2009","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","112.77","","","","2"
"2010","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","103.97","","","","2"
"2011","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","95.98","","","","2"
"2012","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","90.60","","","","2"
"2013","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","79.70","","","","2"
"2014","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","76.12","","","","2"
"2015","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","81.55","","","","2"
"2016","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","73.51","","","","2"
"2017","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","74.43","","","","2"
"2018","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","75.01","","","","2"
"2019","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","91.45","","","","2"
"2020","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","90.91","","","","2"
"2021","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","95.42","","","","2"
"2022","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","101.28","","","","2"
"2023","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","97.40","","","","2"
"2024","British Columbia [59]","2021A000259","Violent crime severity index","Index","160","units","0","v44312673","36.3","94.13","","","","2"
"1998","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","180.16","","","","2"
"1999","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","164.33","","","","2"
"2000","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","153.28","","","","2"
"2001","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","157.93","","","","2"
"2002","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","158.43","","","","2"
"2003","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","169.14","","","","2"
"2004","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","166.14","","","","2"
"2005","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","156.60","","","","2"
"2006","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","147.04","","","","2"
"2007","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","138.07","","","","2"
"2008","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","124.08","","","","2"
"2009","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","111.50","","","","2"
"2010","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","104.19","","","","2"
"2011","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","96.77","","","","2"
"2012","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","95.77","","","","2"
"2013","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","90.45","","","","2"
"2014","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","95.12","","","","2"
"2015","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","96.50","","","","2"
"2016","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","98.02","","","","2"
"2017","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","91.40","","","","2"
"2018","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","93.35","","","","2"
"2019","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","108.20","","","","2"
"2020","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","98.99","","","","2"
"2021","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","97.66","","","","2"
"2022","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","100.82","","","","2"
"2023","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","107.89","","","","2"
"2024","British Columbia [59]","2021A000259","Non-violent crime severity index","Index","160","units","0","v44312675","36.5","93.30","","","","2"
"1998","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","122.68","","","","2"
"1999","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","107.88","","","","2"
"2000","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","106.35","","","","2"
"2001","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","109.80","","","","2"
"2002","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","104.44","","","","2"
"2003","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","94.71","","","","2"
"2004","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","86.26","","","","2"
"2005","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","77.80","","","","2"
"2006","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","80.45","","","","2"
"2007","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","75.49","","","","2"
"2008","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","72.22","","","","2"
"2009","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","73.67","","","","2"
"2010","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","70.72","","","","2"
"2011","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","60.42","","","","2"
"2012","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","57.51","","","","2"
"2013","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","51.32","","","","2"
"2014","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","40.00","","","","2"
"2015","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","38.85","","","","2"
"2016","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","35.87","","","","2"
"2017","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","37.41","","","","2"
"2018","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","33.88","","","","2"
"2019","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","38.48","","","","2"
"2020","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","28.86","","","","2"
"2021","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","27.37","","","","2"
"2022","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","31.13","","","","2"
"2023","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","34.62","","","","2"
"2024","British Columbia [59]","2021A000259","Youth crime severity index","Index","160","units","0","v53079734","36.7","29.49","","","","2"
"1998","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","95.04","","","","2"
"1999","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","87.23","","","","2"
"2000","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","82.65","","","","2"
"2001","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","83.61","","","","2"
"2002","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","86.78","","","","2"
"2003","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","70.01","","","","2"
"2004","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","68.56","","","","2"
"2005","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","66.37","","","","2"
"2006","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","75.72","","","","2"
"2007","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","66.21","","","","2"
"2008","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","69.16","","","","2"
"2009","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","69.83","","","","2"
"2010","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","69.95","","","","2"
"2011","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","58.88","","","","2"
"2012","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","55.12","","","","2"
"2013","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","54.50","","","","2"
"2014","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","39.69","","","","2"
"2015","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","40.16","","","","2"
"2016","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","36.91","","","","2"
"2017","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","41.85","","","","2"
"2018","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","38.60","","","","2"
"2019","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","50.04","","","","2"
"2020","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","39.57","","","","2"
"2021","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","38.76","","","","2"
"2022","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","44.90","","","","2"
"2023","British Columbia [59]","2021A000259","Youth violent crime severity index","Index","160","units","0","v53079736","36.9","50.00","","","","2"
