"REF_DATE","GEO","DGUID","Type of motivation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Quebec [24]","2021A000224","Total police-reported hate crime","Number","223","units","0","v1579318612","3.1","399","","","","0"
"2020","Quebec [24]","2021A000224","Total police-reported hate crime","Number","223","units","0","v1579318612","3.1","454","","","","0"
"2021","Quebec [24]","2021A000224","Total police-reported hate crime","Number","223","units","0","v1579318612","3.1","486","","","","0"
"2022","Quebec [24]","2021A000224","Total police-reported hate crime","Number","223","units","0","v1579318612","3.1","419","","","","0"
"2023","Quebec [24]","2021A000224","Total police-reported hate crime","Number","223","units","0","v1579318612","3.1","729","","","","0"
"2024","Quebec [24]","2021A000224","Total police-reported hate crime","Number","223","units","0","v1579318612","3.1","723","","","","0"
"2014","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","82","","","","0"
"2015","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","84","","","","0"
"2016","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","118","","","","0"
"2017","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","145","","","","0"
"2018","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","131","","","","0"
"2019","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","157","","","","0"
"2020","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","208","","","","0"
"2021","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","218","","","","0"
"2022","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","224","","","","0"
"2023","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","337","","","","0"
"2024","Quebec [24]","2021A000224","Race or ethnicity","Number","223","units","0","v1579318613","3.2","324","","","","0"
"2014","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","93","","","","0"
"2015","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","127","","","","0"
"2016","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","116","","","","0"
"2017","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","226","","","","0"
"2018","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","139","","","","0"
"2019","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","137","","","","0"
"2020","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","90","","","","0"
"2021","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","118","","","","0"
"2022","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","80","","","","0"
"2023","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","196","","","","0"
"2024","Quebec [24]","2021A000224","Religion","Number","223","units","0","v1579318623","3.12","224","","","","0"
"2014","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","27","","","","0"
"2015","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","12","","","","0"
"2016","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","27","","","","0"
"2017","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","42","","","","0"
"2018","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","27","","","","0"
"2019","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","29","","","","0"
"2020","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","35","","","","0"
"2021","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","40","","","","0"
"2022","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","41","","","","0"
"2023","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","96","","","","0"
"2024","Quebec [24]","2021A000224","Sexual orientation","Number","223","units","0","v1579318629","3.18","55","","","","0"
"2014","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2015","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2016","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2017","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2018","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2019","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2020","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2021","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2022","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2023","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2024","Quebec [24]","2021A000224","Language","Number","223","units","0","v1579318635","3.24","","x","","","0"
"2014","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2015","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2016","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2017","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2018","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2019","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2020","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2021","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2022","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2023","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2024","Quebec [24]","2021A000224","Mental or Physical Disability","Number","223","units","0","v1579318640","3.29","","x","","","0"
"2014","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2015","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2016","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2017","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2018","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2019","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2020","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2021","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2022","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2023","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2024","Quebec [24]","2021A000224","Sex and gender","Number","223","units","0","v1579318645","3.34","","x","","","0"
"2014","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2015","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2016","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2017","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2018","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2019","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2020","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2021","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2022","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2023","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2024","Quebec [24]","2021A000224","Age","Number","223","units","0","v1579318650","3.39","","x","","","0"
"2021","Quebec [24]","2021A000224","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158671","3.82","","..","","","0"
"2022","Quebec [24]","2021A000224","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158671","3.82","","..","","","0"
"2023","Quebec [24]","2021A000224","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158671","3.82","","x","","","0"
"2024","Quebec [24]","2021A000224","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158671","3.82","","x","","","0"
"2014","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2015","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2016","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2017","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2018","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2019","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2020","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2021","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2022","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2023","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2024","Quebec [24]","2021A000224","Other similar factor","Number","223","units","0","v1579318656","3.45","","x","","","0"
"2021","Quebec [24]","2021A000224","Combination (More than 2 motivations)","Number","223","units","0","v1593158672","3.83","","..","","","0"
"2022","Quebec [24]","2021A000224","Combination (More than 2 motivations)","Number","223","units","0","v1593158672","3.83","","..","","","0"
"2023","Quebec [24]","2021A000224","Combination (More than 2 motivations)","Number","223","units","0","v1593158672","3.83","","x","","","0"
"2024","Quebec [24]","2021A000224","Combination (More than 2 motivations)","Number","223","units","0","v1593158672","3.83","","x","","","0"
"2014","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2015","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2016","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2017","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2018","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2019","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2020","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2021","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2022","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2023","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2024","Quebec [24]","2021A000224","Unknown motivation","Number","223","units","0","v1579318657","3.46","","x","","","0"
"2014","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","660","","","","0"
"2015","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","628","","","","0"
"2016","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","612","","","","0"
"2017","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","1023","","","","0"
"2018","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","807","","","","0"
"2019","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","848","","","","0"
"2020","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","1159","","","","0"
"2021","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","1624","","","","0"
"2022","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","1950","","","","0"
"2023","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","2499","","","","0"
"2024","Ontario [35]","2021A000235","Total police-reported hate crime","Number","223","units","0","v1579318658","4.1","2575","","","","0"
"2014","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","315","","","","0"
"2015","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","308","","","","0"
"2016","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","273","","","","0"
"2017","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","428","","","","0"
"2018","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","346","","","","0"
"2019","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","376","","","","0"
"2020","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","702","","","","0"
"2021","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","843","","","","0"
"2022","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","1031","","","","0"
"2023","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","1019","","","","0"
"2024","Ontario [35]","2021A000235","Race or ethnicity","Number","223","units","0","v1579318659","4.2","1190","","","","0"
"2014","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","246","","","","0"
"2015","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","224","","","","0"
"2016","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","242","","","","0"
"2017","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","437","","","","0"
"2018","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","326","","","","0"
"2019","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","312","","","","0"
"2020","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","297","","","","0"
"2021","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","455","","","","0"
"2022","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","499","","","","0"
"2023","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","835","","","","0"
"2024","Ontario [35]","2021A000235","Religion","Number","223","units","0","v1579318669","4.12","846","","","","0"
"2014","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","70","","","","0"
"2015","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","69","","","","0"
"2016","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","76","","","","0"
"2017","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","114","","","","0"
"2018","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","83","","","","0"
"2019","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","119","","","","0"
"2020","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","112","","","","0"
"2021","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","242","","","","0"
"2022","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","286","","","","0"
"2023","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","472","","","","0"
"2024","Ontario [35]","2021A000235","Sexual orientation","Number","223","units","0","v1579318675","4.18","365","","","","0"
"2014","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2015","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2016","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2017","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2018","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2019","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2020","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2021","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2022","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2023","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2024","Ontario [35]","2021A000235","Language","Number","223","units","0","v1579318681","4.24","","x","","","0"
"2014","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2015","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2016","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2017","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2018","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2019","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2020","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2021","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2022","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2023","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2024","Ontario [35]","2021A000235","Mental or Physical Disability","Number","223","units","0","v1579318686","4.29","","x","","","0"
"2014","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2015","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2016","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2017","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2018","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2019","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2020","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2021","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2022","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2023","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2024","Ontario [35]","2021A000235","Sex and gender","Number","223","units","0","v1579318691","4.34","","x","","","0"
"2014","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2015","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2016","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2017","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2018","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2019","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2020","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2021","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2022","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2023","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2024","Ontario [35]","2021A000235","Age","Number","223","units","0","v1579318696","4.39","","x","","","0"
"2021","Ontario [35]","2021A000235","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158708","4.82","","..","","","0"
"2022","Ontario [35]","2021A000235","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158708","4.82","","..","","","0"
"2023","Ontario [35]","2021A000235","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158708","4.82","","x","","","0"
"2024","Ontario [35]","2021A000235","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158708","4.82","","x","","","0"
"2014","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2015","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2016","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2017","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2018","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2019","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2020","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2021","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2022","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2023","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2024","Ontario [35]","2021A000235","Other similar factor","Number","223","units","0","v1579318702","4.45","","x","","","0"
"2021","Ontario [35]","2021A000235","Combination (More than 2 motivations)","Number","223","units","0","v1593158709","4.83","","..","","","0"
"2022","Ontario [35]","2021A000235","Combination (More than 2 motivations)","Number","223","units","0","v1593158709","4.83","","..","","","0"
"2023","Ontario [35]","2021A000235","Combination (More than 2 motivations)","Number","223","units","0","v1593158709","4.83","","x","","","0"
"2024","Ontario [35]","2021A000235","Combination (More than 2 motivations)","Number","223","units","0","v1593158709","4.83","","x","","","0"
"2014","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2015","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2016","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2017","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2018","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2019","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2020","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2021","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2022","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2023","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2024","Ontario [35]","2021A000235","Unknown motivation","Number","223","units","0","v1579318703","4.46","","x","","","0"
"2014","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","20","","","","0"
"2015","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","30","","","","0"
"2016","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","36","","","","0"
"2017","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","36","","","","0"
"2018","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","42","","","","0"
"2019","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","55","","","","0"
"2020","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","58","","","","0"
"2021","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","73","","","","0"
"2022","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","61","","","","0"
"2023","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","112","","","","0"
"2024","Manitoba [46]","2021A000246","Total police-reported hate crime","Number","223","units","0","v1579318704","5.1","79","","","","0"
"2014","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","9","","","","0"
"2015","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","18","","","","0"
"2016","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","17","","","","0"
"2017","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","23","","","","0"
"2018","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","23","","","","0"
"2019","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","28","","","","0"
"2020","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","31","","","","0"
"2021","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","33","","","","0"
"2022","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","32","","","","0"
"2023","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","53","","","","0"
"2024","Manitoba [46]","2021A000246","Race or ethnicity","Number","223","units","0","v1579318705","5.2","37","","","","0"
"2014","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","7","","","","0"
"2015","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","4","","","","0"
"2016","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","13","","","","0"
"2017","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","10","","","","0"
"2018","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","11","","","","0"
"2019","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","22","","","","0"
"2020","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","18","","","","0"
"2021","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","27","","","","0"
"2022","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","14","","","","0"
"2023","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","28","","","","0"
