"REF_DATE","GEO","DGUID","Release","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-01-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5252","","","","0"
"2016-01-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5472","","","","0"
"2016-01-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5327","","","","0"
"2016-01-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5414","","","","0"
"2016-02-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5227","","","","0"
"2016-02-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5239","","","","0"
"2016-02-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5431","","","","0"
"2016-02-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5498","","","","0"
"2016-03-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5585","","","","0"
"2016-03-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5443","","","","0"
"2016-03-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5363","","","","0"
"2016-03-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5476","","","","0"
"2016-04-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5329","","","","0"
"2016-04-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5281","","","","0"
"2016-04-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5182","","","","0"
"2016-04-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5156","","","","0"
"2016-04-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5081","","","","0"
"2016-05-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5200","","","","0"
"2016-05-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4989","","","","0"
"2016-05-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4900","","","","0"
"2016-05-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4871","","","","0"
"2016-06-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4842","","","","0"
"2016-06-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4681","","","","0"
"2016-06-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4680","","","","0"
"2016-06-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4827","","","","0"
"2016-07-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4803","","","","0"
"2016-07-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4728","","","","0"
"2016-07-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4656","","","","0"
"2016-07-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4719","","","","0"
"2016-07-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4758","","","","0"
"2016-08-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4699","","","","0"
"2016-08-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4894","","","","0"
"2016-08-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4881","","","","0"
"2016-08-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4736","","","","0"
"2016-09-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4820","","","","0"
"2016-09-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4763","","","","0"
"2016-09-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4908","","","","0"
"2016-09-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4849","","","","0"
"2016-10-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4970","","","","0"
"2016-10-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5128","","","","0"
"2016-10-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5195","","","","0"
"2016-10-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5200","","","","0"
"2016-10-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5234","","","","0"
"2016-11-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5316","","","","0"
"2016-11-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5117","","","","0"
"2016-11-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5072","","","","0"
"2016-11-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5293","","","","0"
"2016-12-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5325","","","","0"
"2016-12-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5168","","","","0"
"2016-12-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5503","","","","0"
"2016-12-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5763","","","","0"
"2016-12-31","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5821","","","","0"
"2017-01-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6180","","","","0"
"2017-01-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6237","","","","0"
"2017-01-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6290","","","","0"
"2017-01-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6058","","","","0"
"2017-02-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5859","","","","0"
"2017-02-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6028","","","","0"
"2017-02-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5867","","","","0"
"2017-02-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5713","","","","0"
"2017-03-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5551","","","","0"
"2017-03-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5604","","","","0"
"2017-03-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5630","","","","0"
"2017-03-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5567","","","","0"
"2017-04-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5492","","","","0"
"2017-04-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5398","","","","0"
"2017-04-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5263","","","","0"
"2017-04-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5234","","","","0"
"2017-04-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5249","","","","0"
"2017-05-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5279","","","","0"
"2017-05-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5215","","","","0"
"2017-05-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4976","","","","0"
"2017-05-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4990","","","","0"
"2017-06-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4884","","","","0"
"2017-06-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5053","","","","0"
"2017-06-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4907","","","","0"
"2017-06-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4794","","","","0"
"2017-07-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4965","","","","0"
"2017-07-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4915","","","","0"
"2017-07-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4842","","","","0"
"2017-07-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4865","","","","0"
"2017-07-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4919","","","","0"
"2017-08-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4866","","","","0"
"2017-08-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4960","","","","0"
"2017-08-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4753","","","","0"
"2017-08-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4901","","","","0"
"2017-09-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4950","","","","0"
"2017-09-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5043","","","","0"
"2017-09-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5051","","","","0"
"2017-09-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5009","","","","0"
"2017-09-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5072","","","","0"
"2017-10-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5158","","","","0"
"2017-10-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5186","","","","0"
"2017-10-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5182","","","","0"
"2017-10-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5183","","","","0"
"2017-11-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5449","","","","0"
"2017-11-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5432","","","","0"
"2017-11-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5428","","","","0"
"2017-11-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5453","","","","0"
"2017-12-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5463","","","","0"
"2017-12-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5451","","","","0"
"2017-12-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5665","","","","0"
"2017-12-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5897","","","","0"
"2017-12-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6017","","","","0"
"2018-01-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6631","","","","0"
"2018-01-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6659","","","","0"
"2018-01-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6555","","","","0"
"2018-01-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6438","","","","0"
"2018-02-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6224","","","","0"
"2018-02-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6035","","","","0"
"2018-02-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6011","","","","0"
"2018-02-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6039","","","","0"
"2018-03-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5794","","","","0"
"2018-03-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5920","","","","0"
"2018-03-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5675","","","","0"
"2018-03-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5620","","","","0"
"2018-03-31","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5706","","","","0"
"2018-04-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5595","","","","0"
"2018-04-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5566","","","","0"
"2018-04-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5395","","","","0"
"2018-04-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5478","","","","0"
"2018-05-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5404","","","","0"
"2018-05-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5303","","","","0"
"2018-05-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5206","","","","0"
"2018-05-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5157","","","","0"
"2018-06-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5083","","","","0"
"2018-06-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5091","","","","0"
"2018-06-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5081","","","","0"
"2018-06-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5109","","","","0"
"2018-06-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5060","","","","0"
"2018-07-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5215","","","","0"
"2018-07-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5104","","","","0"
"2018-07-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4819","","","","0"
"2018-07-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4959","","","","0"
"2018-08-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4980","","","","0"
"2018-08-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4976","","","","0"
"2018-08-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4997","","","","0"
"2018-08-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4926","","","","0"
"2018-09-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4970","","","","0"
"2018-09-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5119","","","","0"
"2018-09-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5073","","","","0"
"2018-09-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5146","","","","0"
"2018-09-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5211","","","","0"
"2018-10-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5292","","","","0"
"2018-10-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5339","","","","0"
"2018-10-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5422","","","","0"
"2018-10-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5459","","","","0"
"2018-11-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5539","","","","0"
"2018-11-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5464","","","","0"
"2018-11-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5483","","","","0"
"2018-11-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5452","","","","0"
"2018-12-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5534","","","","0"
"2018-12-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5628","","","","0"
"2018-12-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5528","","","","0"
"2018-12-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5682","","","","0"
"2018-12-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5705","","","","0"
"2019-01-05","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","6080","","","","0"
"2019-01-12","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5947","","","","0"
"2019-01-19","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5998","","","","0"
"2019-01-26","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5947","","","","0"
"2019-02-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5846","","","","0"
"2019-02-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5812","","","","0"
"2019-02-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5865","","","","0"
"2019-02-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5796","","","","0"
"2019-03-02","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5735","","","","0"
"2019-03-09","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5746","","","","0"
"2019-03-16","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5662","","","","0"
"2019-03-23","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5626","","","","0"
"2019-03-30","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5571","","","","0"
"2019-04-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5552","","","","0"
"2019-04-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5560","","","","0"
"2019-04-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5580","","","","0"
"2019-04-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5434","","","","0"
"2019-05-04","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5522","","","","0"
"2019-05-11","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5421","","","","0"
"2019-05-18","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5370","","","","0"
"2019-05-25","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5333","","","","0"
"2019-06-01","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5201","","","","0"
"2019-06-08","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5184","","","","0"
"2019-06-15","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5240","","","","0"
"2019-06-22","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5016","","","","0"
"2019-06-29","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5044","","","","0"
"2019-07-06","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5159","","","","0"
"2019-07-13","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5166","","","","0"
"2019-07-20","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5075","","","","0"
"2019-07-27","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5079","","","","0"
"2019-08-03","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4949","","","","0"
"2019-08-10","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4984","","","","0"
"2019-08-17","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5067","","","","0"
"2019-08-24","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5062","","","","0"
"2019-08-31","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5130","","","","0"
"2019-09-07","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5094","","","","0"
"2019-09-14","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","4996","","","","0"
"2019-09-21","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5043","","","","0"
"2019-09-28","Canada, place of occurrence","2016A00000","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660933","1.36.1","5398","","","","0"
