"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","55","","","","0"
"2012","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","56","","","","0"
"2013","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","57","","","","0"
"2014","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","58","","","","0"
"2015","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","59","","","","0"
"2016","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","60","","","","0"
"2017","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","61","","","","0"
"2018","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","62","","","","0"
"2019","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","63","","","","0"
"2020","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","69","","","","0"
"2021","Nova Scotia","2016A000212","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942850","5.23","69","","","","0"
"2000","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","24","","","","0"
"2001","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","26","","","","0"
"2002","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","27","","","","0"
"2003","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","28","","","","0"
"2004","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","29","","","","0"
"2005","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","31","","","","0"
"2006","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","33","","","","0"
"2007","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","35","","","","0"
"2008","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","37","","","","0"
"2009","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","38","","","","0"
"2010","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","39","","","","0"
"2011","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","40","","","","0"
"2012","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","42","","","","0"
"2013","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","43","","","","0"
"2014","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","44","","","","0"
"2015","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","45","","","","0"
"2016","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","46","","","","0"
"2017","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","47","","","","0"
"2018","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","48","","","","0"
"2019","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","50","","","","0"
"2020","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","54","","","","0"
"2021","Nova Scotia","2016A000212","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942851","5.24","55","","","","0"
"2000","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","11","","","","0"
"2001","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","13","","","","0"
"2002","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","14","","","","0"
"2003","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","15","","","","0"
"2004","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","15","","","","0"
"2005","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","17","","","","0"
"2006","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","18","","","","0"
"2007","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","20","","","","0"
"2008","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","21","","","","0"
"2009","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","22","","","","0"
"2010","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","23","","","","0"
"2011","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","24","","","","0"
"2012","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","25","","","","0"
"2013","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","26","","","","0"
"2014","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","28","","","","0"
"2015","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","28","","","","0"
"2016","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","29","","","","0"
"2017","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","30","","","","0"
"2018","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","31","","","","0"
"2019","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","32","","","","0"
"2020","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","35","","","","0"
"2021","Nova Scotia","2016A000212","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942852","5.25","36","","","","0"
"2000","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","3","","","","0"
"2001","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","4","","","","0"
"2002","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","4","","","","0"
"2003","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","4","","","","0"
"2004","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","5","","","","0"
"2005","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","6","","","","0"
"2006","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","6","","","","0"
"2007","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","7","","","","0"
"2008","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","8","","","","0"
"2009","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","9","","","","0"
"2010","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","9","","","","0"
"2011","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","10","","","","0"
"2012","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","11","","","","0"
"2013","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","12","","","","0"
"2014","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","13","","","","0"
"2015","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","13","","","","0"
"2016","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","13","","","","0"
"2017","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","14","","","","0"
"2018","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","15","","","","0"
"2019","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","16","","","","0"
"2020","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","17","","","","0"
"2021","Nova Scotia","2016A000212","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942853","5.26","18","","","","0"
"2000","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","1","","","","0"
"2001","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","2","","","","0"
"2002","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","2","","","","0"
"2003","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","2","","","","0"
"2004","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","2","","","","0"
"2005","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","2","","","","0"
"2006","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","3","","","","0"
"2007","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","3","","","","0"
"2008","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","3","","","","0"
"2009","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","4","","","","0"
"2010","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","4","","","","0"
"2011","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","4","","","","0"
"2012","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","5","","","","0"
"2013","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","5","","","","0"
"2014","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","6","","","","0"
"2015","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","6","","","","0"
"2016","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","6","","","","0"
"2017","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","6","","","","0"
"2018","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","7","","","","0"
"2019","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","7","","","","0"
"2020","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","7","","","","0"
"2021","Nova Scotia","2016A000212","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942854","5.27","9","","","","0"
"2000","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","22","","","","0"
"2001","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","22","","","","0"
"2002","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","22","","","","0"
"2003","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","21","","","","0"
"2004","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","21","","","","0"
"2005","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","20","","","","0"
"2006","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","20","","","","0"
"2007","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2008","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2009","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","21","","","","0"
"2010","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","21","","","","0"
"2011","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","20","","","","0"
"2012","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","20","","","","0"
"2013","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2014","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","18","","","","0"
"2015","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2016","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2017","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2018","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","19","","","","0"
"2019","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","18","","","","0"
"2020","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","21","","","","0"
"2021","Nova Scotia","2016A000212","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942863","5.36","23","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","58","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","60","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","62","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","63","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","65","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","66","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","69","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","71","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","72","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","73","","","","0"
"2010","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","74","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","76","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","77","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","77","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","78","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","79","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","79","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","81","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","81","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","82","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","87","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16942931","7.22","86","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","36","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","38","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","40","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","41","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","43","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","44","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","46","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","49","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","51","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","52","","","","0"
"2010","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","53","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","54","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","55","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","56","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","57","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","59","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","60","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","61","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","63","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","64","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","69","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16942932","7.23","70","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","22","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","23","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","24","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","25","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","26","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","28","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","30","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","32","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","35","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","35","","","","0"
"2010","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","37","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","38","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","40","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","41","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","42","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","44","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","45","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","47","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","48","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","49","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","54","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16942933","7.24","55","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","10","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","10","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","11","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","12","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","13","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","14","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","16","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","17","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","19","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","20","","","","0"
"2010","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","20","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","22","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","23","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","24","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","25","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","26","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","27","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","28","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","29","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","30","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","33","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16942934","7.25","34","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","3","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","3","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","3","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","4","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","4","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","4","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","5","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","6","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","7","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","7","","","","0"
